(81,37): 0 7 8 0
(92,37): 0 8 5 0
(49,38): 0 1 6 0
(64,38): 0 6 7 0
(81,38): 0 7 8 0
(92,38): 0 8 5 0
(49,39): 0 1 6 0
(64,39): 0 6 7 0
(81,39): 0 7 8 0
(92,39): 0 8 5 0
(49,40): 0 1 6 0
(64,40): 0 6 7 0
(81,40): 0 7 8 0
(92,40): 0 8 5 0
(49,41): 0 1 6 0
(64,41): 0 6 7 0
(81,41): 0 7 8 0
(92,41): 0 8 5 0
(49,42): 0 1 6 0
(64,42): 0 6 7 0
(81,42): 0 7 8 0
(92,42): 0 8 5 0
(49,43): 0 1 6 0
(64,43): 0 6 7 0
(81,43): 0 7 8 0
(92,43): 0 8 5 0
(49,44): 0 1 6 0
(64,44): 0 6 7 0
(81,44): 0 7 8 0
(92,44): 0 8 5 0
(49,45): 0 1 6 0
(64,45): 0 6 7 0
(81,45): 0 7 0 0
(82,45): 8 0 0 9
(83,45): 8 0 0 9
(84,45): 8 0 0 9
(85,45): 8 0 0 9
(86,45): 8 0 0 9
(87,45): 8 0 0 0
(88,45): 8 0 0 10
(89,45): 8 0 0 10
(90,45): 8 0 0 10
(91,45): 8 0 0 10
(92,45): 0 0 0 10
(93,45): 5 0 0 10
(94,45): 5 0 0 10
(95,45): 5 0 0 10
(96,45): 5 0 0 10
(97,45): 5 0 0 10
(98,45): 5 0 0 10
(99,45): 5 0 0 10
(100,45): 5 0 0 10
(101,45): 5 0 0 10
(102,45): 5 0 0 10
(103,45): 5 0 0 10
(104,45): 5 0 0 10
(105,45): 5 0 0 10
(106,45): 5 0 0 10
(107,45): 5 0 0 10
(108,45): 5 0 0 10
(109,45): 5 0 0 10
(110,45): 5 0 10
(49,46): 0 1 6 0
(64,46): 0 6 7 0
(81,46): 0 7 9 0
(87,46): 0 9 10 0
(49,47): 0 1 6 0
(64,47): 0 6 7 0
(81,47): 0 7 9 0
(87,47): 0 9 10 0
(49,48): 0 1 6 0
(64,48): 0 6 7 0
(81,48): 0 7 9 0
(87,48): 0 9 10 0
(0,49): 1 0 11
(1,49): 1 0 0 11
(2,49): 1 0 0 11
(3,49): 1 0 0 11
(4,49): 1 0 0 11
(5,49): 1 0 0 11
(6,49): 1 0 0 11
(7,49): 1 0 0 11
(8,49): 1 0 0 11
(9,49): 1 0 0 11
(10,49): 1 0 0 11
(11,49): 1 0 0 11
(12,49): 1 0 0 11
(13,49): 1 0 0 11
(14,49): 1 0 0 11
(15,49): 1 0 0 11
(16,49): 1 0 0 11
(17,49): 1 0 0 11
(18,49): 1 0 0 11
(19,49): 1 0 0 11
(20,49): 1 0 0 11
(21,49): 1 0 0 11
(22,49): 1 0 0 11
(23,49): 1 0 0 11
(24,49): 1 0 0 11
(25,49): 1 0 0 11
(26,49): 1 0 0 11
(27,49): 1 0 0 11
(28,49): 1 0 0 0
(29,49): 1 0 0 12
(30,49): 1 0 0 12
(31,49): 1 0 0 12
(32,49): 1 0 0 12
(33,49): 1 0 0 12
(34,49): 1 0 0 12
(35,49): 1 0 0 12
(36,49): 1 0 0 12
(37,49): 1 0 0 12
(38,49): 1 0 0 12
(39,49): 1 0 0 12
(40,49): 1 0 0 12
(41,49): 1 0 0 12
(42,49): 1 0 0 12
(43,49): 1 0 0 12
(44,49): 1 0 0 12
(45,49): 1 0 0 12
(46,49): 1 0 0 12
(47,49): 1 0 0 12
(48,49): 1 0 0 12
(49,49): 0 0 0 12
(50,49): 6 0 0 12
(51,49): 6 0 0 12
(52,49): 6 0 0 12
(53,49): 6 0 0 0
(54,49): 6 0 0 13
(55,49): 6 0 0 13
(56,49): 6 0 0 13
(57,49): 6 0 0 13
(58,49): 6 0 0 13
(59,49): 6 0 0 13
(60,49): 6 0 0 13
(61,49): 6 0 0 13
(62,49): 6 0 0 0
(63,49): 6 0 0 14
(64,49): 0 0 7 0
(81,49): 0 7 9 0
(87,49): 0 9 10 0
(28,50): 0 11 12 0
(53,50): 0 12 13 0
(62,50): 0 13 14 0
(64,50): 0 14 7 0
(81,50): 0 7 9 0
(87,50): 0 9 10 0
(28,51): 0 11 12 0
(53,51): 0 12 13 0
(62,51): 0 13 0 0
(63,51): 14 0 0 15
(64,51): 0 0 0 15
(65,51): 7 0 0 15
(66,51): 7 0 0 15
(67,51): 7 0 0 15
(68,51): 7 0 0 15
(69,51): 7 0 0 0
(70,51): 7 0 0 17
(71,51): 7 0 0 17
(72,51): 7 0 0 17
(73,51): 7 0 0 17
(74,51): 7 0 0 17
(75,51): 7 0 0 17
(76,51): 7 0 0 17
(77,51): 7 0 0 17
(78,51): 7 0 0 17
(79,51): 7 0 0 17
(80,51): 7 0 0 17
(81,51): 0 0 0 17
(82,51): 9 0 0 17
(83,51): 9 0 0 17
(84,51): 9 0 0 17
(85,51): 9 0 0 17
(86,51): 9 0 0 17
(87,51): 0 0 10 0
(28,52): 0 11 12 0
(53,52): 0 12 13 0
(62,52): 0 13 15 0
(69,52): 0 15 17 0
(87,52): 0 17 10 0
(28,53): 0 11 12 0
(53,53): 0 12 13 0
(62,53): 0 13 15 0
(69,53): 0 15 17 0
(87,53): 0 17 10 0
(28,54): 0 11 12 0
(53,54): 0 12 13 0
(62,54): 0 13 15 0
(69,54): 0 15 17 0
(87,54): 0 17 10 0
(28,55): 0 11 12 0
(53,55): 0 12 13 0
(62,55): 0 13 15 0
(69,55): 0 15 17 0
(87,55): 0 17 10 0
(28,56): 0 11 12 0
(53,56): 0 12 13 0
(62,56): 0 13 15 0
(69,56): 0 15 17 0
(87,56): 0 17 10 0
(28,57): 0 11 12 0
(53,57): 0 12 13 0
(62,57): 0 13 15 0
(69,57): 0 15 17 0
(87,57): 0 17 10 0
(28,58): 0 11 12 0
(53,58): 0 12 0 0
(54,58): 13 0 0 16
(55,58): 13 0 0 16
(56,58): 13 0 0 16
(57,58): 13 0 0 16
(58,58): 13 0 0 16
(59,58): 13 0 0 16
(60,58): 13 0 0 16
(61,58): 13 0 0 16
(62,58): 0 0 0 16
(63,58): 15 0 0 16
(64,58): 15 0 0 16
(65,58): 15 0 0 16
(66,58): 15 0 0 16
(67,58): 15 0 0 16
(68,58): 15 0 0 16
(69,58): 0 0 17 0
(87,58): 0 17 10 0
(28,59): 0 11 12 0
(53,59): 0 12 16 0
(69,59): 0 16 17 0
(87,59): 0 17 10 0
(28,60): 0 11 12 0
(53,60): 0 12 16 0
(69,60): 0 16 17 0
(87,60): 0 17 10 0
(28,61): 0 11 12 0
(53,61): 0 12 16 0
(69,61): 0 16 17 0
(87,61): 0 17 10 0
(28,62): 0 11 12 0
(53,62): 0 12 16 0
(69,62): 0 16 17 0
(87,62): 0 17 10 0
(28,63): 0 11 12 0
(53,63): 0 12 16 0
(69,63): 0 16 17 0
(87,63): 0 17 10 0
(28,64): 0 11 12 0
(53,64): 0 12 16 0
(69,64): 0 16 17 0
(87,64): 0 17 10 0
(28,65): 0 11 12 0
(53,65): 0 12 16 0
(69,65): 0 16 17 0
(87,65): 0 17 10 0
(28,66): 0 11 12 0
(53,66): 0 12 16 0
(69,66): 0 16 17 0
(87,66): 0 17 10 0
(28,67): 0 11 12 0
(53,67): 0 12 16 0
(69,67): 0 16 17 0
(87,67): 0 17 10 0
(28,68): 0 11 12 0
(53,68): 0 12 16 0
(69,68): 0 16 17 0
(87,68): 0 17 10 0
(28,69): 0 11 12 0
(53,69): 0 12 16 0
(69,69): 0 16 0 0
(70,69): 17 0 0 20
(71,69): 17 0 0 20
(72,69): 17 0 0 20
(73,69): 17 0 0 20
(74,69): 17 0 0 20
(75,69): 17 0 0 20
(76,69): 17 0 0 20
(77,69): 17 0 0 20
(78,69): 17 0 0 20
(79,69): 17 0 0 20
(80,69): 17 0 0 20
(81,69): 17 0 0 20
(82,69): 17 0 0 20
(83,69): 17 0 0 20
(84,69): 17 0 0 20
(85,69): 17 0 0 20
(86,69): 17 0 0 20
(87,69): 0 0 0 20
(88,69): 10 0 0 20
(89,69): 10 0 0 20
(90,69): 10 0 0 20
(91,69): 10 0 0 20
(92,69): 10 0 0 20
(93,69): 10 0 0 20
(94,69): 10 0 0 20
(95,69): 10 0 0 20
(96,69): 10 0 0 20
(97,69): 10 0 0 20
(98,69): 10 0 0 20
(99,69): 10 0 0 20
(100,69): 10 0 0 20
(101,69): 10 0 0 20
(102,69): 10 0 0 20
(103,69): 10 0 0 20
(104,69): 10 0 0 20
(105,69): 10 0 0 20
(106,69): 10 0 0 20
(107,69): 10 0 0 20
(108,69): 10 0 0 20
(109,69): 10 0 0 20
(110,69): 10 0 20
(28,70): 0 11 12 0
(53,70): 0 12 16 0
(69,70): 0 16 20 0
(28,71): 0 11 12 0
(53,71): 0 12 16 0
(69,71): 0 16 20 0
(28,72): 0 11 12 0
(53,72): 0 12 16 0
(69,72): 0 16 20 0
(28,73): 0 11 12 0
(53,73): 0 12 16 0
(69,73): 0 16 20 0
(28,74): 0 11 0 0
(29,74): 12 0 0 18
(30,74): 12 0 0 18
(31,74): 12 0 0 18
(32,74): 12 0 0 0
(33,74): 12 0 0 19
(34,74): 12 0 0 19
(35,74): 12 0 0 19
(36,74): 12 0 0 19
(37,74): 12 0 0 19
(38,74): 12 0 0 19
(39,74): 12 0 0 19
(40,74): 12 0 0 19
(41,74): 12 0 0 19
(42,74): 12 0 0 19
(43,74): 12 0 0 19
(44,74): 12 0 0 19
(45,74): 12 0 0 19
(46,74): 12 0 0 19
(47,74): 12 0 0 19
(48,74): 12 0 0 19
(49,74): 12 0 0 19
(50,74): 12 0 0 19
(51,74): 12 0 0 19
(52,74): 12 0 0 19
(53,74): 0 0 0 19
(54,74): 16 0 0 19
(55,74): 16 0 0 19
(56,74): 16 0 0 19
(57,74): 16 0 0 19
(58,74): 16 0 0 19
(59,74): 16 0 0 19
(60,74): 16 0 0 19
(61,74): 16 0 0 19
(62,74): 16 0 0 19
(63,74): 16 0 0 19
(64,74): 16 0 0 19
(65,74): 16 0 0 19
(66,74): 16 0 0 19
(67,74): 16 0 0 19
(68,74): 16 0 0 19
(69,74): 0 0 20 0
(28,75): 0 11 18 0
(32,75): 0 18 19 0
(69,75): 0 19 20 0
(28,76): 0 11 18 0
(32,76): 0 18 19 0
(69,76): 0 19 20 0
(28,77): 0 11 18 0
(32,77): 0 18 19 0
(69,77): 0 19 20 0
(0,78): 11 0 21
(1,78): 11 0 0 21
(2,78): 11 0 0 21
(3,78): 11 0 0 21
(4,78): 11 0 0 21
(5,78): 11 0 0 21
(6,78): 11 0 0 21
(7,78): 11 0 0 21
(8,78): 11 0 0 21
(9,78): 11 0 0 21
(10,78): 11 0 0 21
(11,78): 11 0 0 21
(12,78): 11 0 0 21
(13,78): 11 0 0 21
(14,78): 11 0 0 21
(15,78): 11 0 0 21
(16,78): 11 0 0 21
(17,78): 11 0 0 21
(18,78): 11 0 0 21
(19,78): 11 0 0 21
(20,78): 11 0 0 21
(21,78): 11 0 0 21
(22,78): 11 0 0 21
(23,78): 11 0 0 21
(24,78): 11 0 0 21
(25,78): 11 0 0 21
(26,78): 11 0 0 21
(27,78): 11 0 0 21
(28,78): 0 0 0 21
(29,78): 18 0 0 21
(30,78): 18 0 0 21
(31,78): 18 0 0 21
(32,78): 0 0 19 0
(69,78): 0 19 20 0
(32,79): 0 21 19 0
(69,79): 0 19 20 0
(32,80): 0 21 19 0
(69,80): 0 19 20 0
(32,81): 0 21 19 0
(69,81): 0 19 20 0
(32,82): 0 21 19 0
(69,82): 0 19 20 0
(32,83): 0 21 19 0
(69,83): 0 19 20 0
(32,84): 0 21 19 0
(69,84): 0 19 20 0
(32,85): 0 21 19 0
(69,85): 0 19 20 0
(32,86): 0 21 19 0
(69,86): 0 19 20 0
(32,87): 0 21 19 0
(69,87): 0 19 20 0
(32,88): 0 21 19 0
(69,88): 0 19 20 0
(32,89): 0 21 19 0
(69,89): 0 19 20 0
(32,90): 0 21 19 0
(69,90): 0 19 20 0
(32,91): 0 21 19 0
(69,91): 0 19 20 0
(32,92): 0 21 19 0
(69,92): 0 19 20 0
(32,93): 0 21 19 0
(69,93): 0 19 20 0
(32,94): 0 21 19 0
(69,94): 0 19 20 0
(32,95): 0 21 19 0
(69,95): 0 19 20 0
(32,96): 0 21 19 0
(69,96): 0 19 20 0
(32,97): 0 21 19 0
(69,97): 0 19 20 0
(32,98): 0 21 19 0
(69,98): 0 19 20 0
(32,99): 0 21 19 0
(69,99): 0 19 20 0
(32,100): 0 21 19 0
(69,100): 0 19 20 0
(32,101): 0 21 19 0
(69,101): 0 19 20 0
(32,102): 0 21 19 0
(69,102): 0 19 20 0
(32,103): 0 21 19 0
(69,103): 0 19 20 0
(32,104): 0 21 19 0
(69,104): 0 19 20 0
(32,105): 0 21 19 0
(69,105): 0 19 20 0
(32,106): 0 21 19 0
(69,106): 0 19 20 0
(32,107): 0 21 19 0
(69,107): 0 19 20 0
(32,108): 0 21 19 0
(69,108): 0 19 20 0
(32,109): 0 21 19 0
(69,109): 0 19 20 0
(32,110): 0 21 19
(69,110): 0 19 20
